year,age,sex,strata,DU-->FSFV,DU-->FSCV,CS-->FSCV,CS-->FSFV,DU-->CS,CS-->DU
15,12,female,non-maori,0.155,0.100365119,0.109,0.155,0.100365119,0.109
16,12,female,non-maori,0.155,0.107115628,0.109,0.155,0.107115628,0.109
17,12,female,non-maori,0.155,0.1138533,0.109,0.155,0.1138533,0.109
18,12,female,non-maori,0,0,0,0,0,0
19,12,female,non-maori,0,0,0,0,0,0
20,12,female,non-maori,0,0,0,0,0,0
0,12,female,maori,0,0,0,0,0,0
1,12,female,maori,0.138,0.017629879,0.154,0.138,0.017629879,0.154
2,12,female,maori,0.138,0.023895368,0.154,0.138,0.023895368,0.154
3,12,female,maori,0.138,0.030201946,0.154,0.138,0.030201946,0.154
4,12,female,maori,0.138,0.03655522,0.154,0.138,0.03655522,0.154
5,12,female,maori,0.138,0.042955023,0.154,0.138,0.042955023,0.154
6,12,female,maori,0.155,0.049395977,0.109,0.155,0.049395977,0.109
7,12,female,maori,0.155,0.055868873,0.109,0.155,0.055868873,0.109
8,12,female,maori,0.155,0.062362502,0.109,0.155,0.062362502,0.109
9,12,female,maori,0.155,0.068865548,0.109,0.155,0.068865548,0.109
10,12,female,maori,0.155,0.075368134,0.109,0.155,0.075368134,0.109
11,12,female,maori,0.155,0.081862821,0.109,0.155,0.081862821,0.109
12,12,female,maori,0.155,0.088344971,0.109,0.155,0.088344971,0.109
13,12,female,maori,0.155,0.094812569,0.109,0.155,0.094812569,0.109
14,12,female,maori,0.155,0.101265687,0.109,0.155,0.101265687,0.109
15,12,female,maori,0.155,0.107705798,0.109,0.155,0.107705798,0.109
16,12,female,maori,0.155,0.114135105,0.109,0.155,0.114135105,0.109
17,12,female,maori,0.155,0.101265687,0.109,0.155,0.101265687,0.109
18,12,female,maori,0.155,0.101265687,0.109,0.155,0.101265687,0.109
19,12,female,maori,0.155,0.107705798,0.109,0.155,0.107705798,0.109
20,12,female,maori,0.155,0.114135105,0.109,0.155,0.114135105,0.109
0,17,male,non-maori,0,0,0,0,0,0
1,17,male,non-maori,0,0,0,0,0,0
2,17,male,non-maori,0,0,0,0,0,0
3,17,male,non-maori,0,0,0,0,0,0
4,17,male,non-maori,0.138,0.012657206,0.154,0.138,0.012657206,0.154
5,17,male,non-maori,0.138,0.014664973,0.154,0.138,0.014664973,0.154
6,17,male,non-maori,0.138,0.016692285,0.154,0.138,0.016692285,0.154
7,17,male,non-maori,0.138,0.018738991,0.154,0.138,0.018738991,0.154
8,17,male,non-maori,0.138,0.020804204,0.154,0.138,0.020804204,0.154
9,17,male,non-maori,0.155,0.022886391,0.109,0.155,0.022886391,0.109
10,17,male,non-maori,0.155,0.024983493,0.109,0.155,0.024983493,0.109
11,17,male,non-maori,0.155,0.027093071,0.109,0.155,0.027093071,0.109
12,17,male,non-maori,0.155,0.02921246,0.109,0.155,0.02921246,0.109
13,17,male,non-maori,0.155,0.031338923,0.109,0.155,0.031338923,0.109
14,17,male,non-maori,0.155,0.033469791,0.109,0.155,0.033469791,0.109
15,17,male,non-maori,0.155,0.035602594,0.109,0.155,0.035602594,0.109
16,17,male,non-maori,0.155,0.037735146,0.109,0.155,0.037735146,0.109
17,17,male,non-maori,0.155,0.039865618,0.109,0.155,0.039865618,0.109
18,17,male,non-maori,0.155,0.041992565,0.109,0.155,0.041992565,0.109
19,17,male,non-maori,0.155,0.044114936,0.109,0.155,0.044114936,0.109
20,17,male,non-maori,0.155,0.044114936,0.109,0.155,0.044114936,0.109
0,17,male,maori,0,0,0,0,0,0
1,17,male,maori,0,0,0,0,0,0
2,17,male,maori,0,0,0,0,0,0
3,17,male,maori,0.138,0.019707788,0.154,0.138,0.019707788,0.154
4,17,male,maori,0.138,0.020902962,0.154,0.138,0.020902962,0.154
5,17,male,maori,0.138,0.02210758,0.154,0.138,0.02210758,0.154
6,17,male,maori,0.138,0.023321433,0.154,0.138,0.023321433,0.154
7,17,male,maori,0.138,0.024544032,0.154,0.138,0.024544032,0.154
8,17,male,maori,0.155,0.025774635,0.109,0.155,0.025774635,0.109
9,17,male,maori,0.155,0.027012286,0.109,0.155,0.027012286,0.109
10,17,male,maori,0.155,0.028255864,0.109,0.155,0.028255864,0.109
11,17,male,maori,0.155,0.029504135,0.109,0.155,0.029504135,0.109
12,17,male,maori,0.155,0.030755815,0.109,0.155,0.030755815,0.109
13,17,male,maori,0.155,0.03200962,0.109,0.155,0.03200962,0.109
14,17,male,maori,0.155,0.033264318,0.109,0.155,0.033264318,0.109
15,17,male,maori,0.155,0.034518776,0.109,0.155,0.034518776,0.109
16,17,male,maori,0.155,0.035771992,0.109,0.155,0.035771992,0.109
17,17,male,maori,0.155,0.037023125,0.109,0.155,0.037023125,0.109
18,17,male,maori,0.155,0.038271502,0.109,0.155,0.038271502,0.109
19,17,male,maori,0,0,0,0,0,0
20,17,male,maori,0,0,0,0,0,0
0,17,female,non-maori,0,0,0,0,0,0
1,17,female,non-maori,0,0,0,0,0,0
2,17,female,non-maori,0.138,0.012717467,0.154,0.138,0.012717467,0.154
3,17,female,non-maori,0.138,0.019217543,0.154,0.138,0.019217543,0.154
4,17,female,non-maori,0.138,0.025781239,0.154,0.138,0.025781239,0.154
5,17,female,non-maori,0.138,0.032415183,0.154,0.138,0.032415183,0.154
6,17,female,non-maori,0.138,0.039117096,0.154,0.138,0.039117096,0.154
7,17,female,non-maori,0.155,0.045877137,0.109,0.155,0.045877137,0.109
8,17,female,non-maori,0.155,0.052680389,0.109,0.155,0.052680389,0.109
9,17,female,non-maori,0.155,0.059509849,0.109,0.155,0.059509849,0.109
10,17,female,non-maori,0.155,0.06634925,0.109,0.155,0.06634925,0.109
11,17,female,non-maori,0.155,0.073185189,0.109,0.155,0.073185189,0.109
12,17,female,non-maori,0.155,0.080008263,0.109,0.155,0.080008263,0.109
13,17,female,non-maori,0.155,0.086813246,0.109,0.155,0.086813246,0.109
14,17,female,non-maori,0.155,0.093598524,0.109,0.155,0.093598524,0.109
15,17,female,non-maori,0.155,0.100365119,0.109,0.155,0.100365119,0.109
16,17,female,non-maori,0.155,0.107115628,0.109,0.155,0.107115628,0.109
17,17,female,non-maori,0.155,0.1138533,0.109,0.155,0.1138533,0.109
18,17,female,non-maori,0,0,0,0,0,0
19,17,female,non-maori,0,0,0,0,0,0
20,17,female,non-maori,0,0,0,0,0,0
0,17,female,maori,0,0,0,0,0,0
1,17,female,maori,0.138,0.017629879,0.154,0.138,0.017629879,0.154
2,17,female,maori,0.138,0.023895368,0.154,0.138,0.023895368,0.154
3,17,female,maori,0.138,0.030201946,0.154,0.138,0.030201946,0.154
4,17,female,maori,0.138,0.03655522,0.154,0.138,0.03655522,0.154
5,17,female,maori,0.138,0.042955023,0.154,0.138,0.042955023,0.154
6,17,female,maori,0.155,0.049395977,0.109,0.155,0.049395977,0.109
7,17,female,maori,0.155,0.055868873,0.109,0.155,0.055868873,0.109
8,17,female,maori,0.155,0.062362502,0.109,0.155,0.062362502,0.109
9,17,female,maori,0.155,0.068865548,0.109,0.155,0.068865548,0.109
10,17,female,maori,0.155,0.075368134,0.109,0.155,0.075368134,0.109
11,17,female,maori,0.155,0.081862821,0.109,0.155,0.081862821,0.109
12,17,female,maori,0.155,0.088344971,0.109,0.155,0.088344971,0.109
13,17,female,maori,0.155,0.094812569,0.109,0.155,0.094812569,0.109
14,17,female,maori,0.155,0.101265687,0.109,0.155,0.101265687,0.109
15,17,female,maori,0.155,0.107705798,0.109,0.155,0.107705798,0.109
16,17,female,maori,0.155,0.114135105,0.109,0.155,0.114135105,0.109
17,17,female,maori,0.155,0.101265687,0.109,0.155,0.101265687,0.109
18,17,female,maori,0.155,0.101265687,0.109,0.155,0.101265687,0.109
19,17,female,maori,0.155,0.107705798,0.109,0.155,0.107705798,0.109
20,17,female,maori,0.155,0.114135105,0.109,0.155,0.114135105,0.109
0,22,male,non-maori,0,0,0,0,0,0
1,22,male,non-maori,0,0,0,0,0,0
2,22,male,non-maori,0,0,0,0,0,0
3,22,male,non-maori,0,0,0,0,0,0
4,22,male,non-maori,0.138,0.012657206,0.154,0.138,0.012657206,0.154
5,22,male,non-maori,0.138,0.014664973,0.154,0.138,0.014664973,0.154
6,22,male,non-maori,0.138,0.016692285,0.154,0.138,0.016692285,0.154
7,22,male,non-maori,0.138,0.018738991,0.154,0.138,0.018738991,0.154
8,22,male,non-maori,0.138,0.020804204,0.154,0.138,0.020804204,0.154
9,22,male,non-maori,0.155,0.022886391,0.109,0.155,0.022886391,0.109
10,22,male,non-maori,0.155,0.024983493,0.109,0.155,0.024983493,0.109
11,22,male,non-maori,0.155,0.027093071,0.109,0.155,0.027093071,0.109
12,22,male,non-maori,0.155,0.02921246,0.109,0.155,0.02921246,0.109
13,22,male,non-maori,0.155,0.031338923,0.109,0.155,0.031338923,0.109
14,22,male,non-maori,0.155,0.033469791,0.109,0.155,0.033469791,0.109
15,22,male,non-maori,0.155,0.035602594,0.109,0.155,0.035602594,0.109
16,22,male,non-maori,0.155,0.037735146,0.109,0.155,0.037735146,0.109
17,22,male,non-maori,0.155,0.039865618,0.109,0.155,0.039865618,0.109
18,22,male,non-maori,0.155,0.041992565,0.109,0.155,0.041992565,0.109
19,22,male,non-maori,0.155,0.044114936,0.109,0.155,0.044114936,0.109
20,22,male,non-maori,0.155,0.044114936,0.109,0.155,0.044114936,0.109
0,22,male,maori,0,0,0,0,0,0
1,22,male,maori,0,0,0,0,0,0
2,22,male,maori,0,0,0,0,0,0
3,22,male,maori,0.138,0.019707788,0.154,0.138,0.019707788,0.154
4,22,male,maori,0.138,0.020902962,0.154,0.138,0.020902962,0.154
5,22,male,maori,0.138,0.02210758,0.154,0.138,0.02210758,0.154
6,22,male,maori,0.138,0.023321433,0.154,0.138,0.023321433,0.154
7,22,male,maori,0.138,0.024544032,0.154,0.138,0.024544032,0.154
8,22,male,maori,0.155,0.025774635,0.109,0.155,0.025774635,0.109
9,22,male,maori,0.155,0.027012286,0.109,0.155,0.027012286,0.109
10,22,male,maori,0.155,0.028255864,0.109,0.155,0.028255864,0.109
11,22,male,maori,0.155,0.029504135,0.109,0.155,0.029504135,0.109
12,22,male,maori,0.155,0.030755815,0.109,0.155,0.030755815,0.109
13,22,male,maori,0.155,0.03200962,0.109,0.155,0.03200962,0.109
14,22,male,maori,0.155,0.033264318,0.109,0.155,0.033264318,0.109
15,22,male,maori,0.155,0.034518776,0.109,0.155,0.034518776,0.109
16,22,male,maori,0.155,0.035771992,0.109,0.155,0.035771992,0.109
17,22,male,maori,0.155,0.037023125,0.109,0.155,0.037023125,0.109
18,22,male,maori,0.155,0.038271502,0.109,0.155,0.038271502,0.109
19,22,male,maori,0,0,0,0,0,0
20,22,male,maori,0,0,0,0,0,0
0,22,female,non-maori,0,0,0,0,0,0
1,22,female,non-maori,0,0,0,0,0,0
2,22,female,non-maori,0.138,0.012717467,0.154,0.138,0.012717467,0.154
3,22,female,non-maori,0.138,0.019217543,0.154,0.138,0.019217543,0.154
4,22,female,non-maori,0.138,0.025781239,0.154,0.138,0.025781239,0.154
5,22,female,non-maori,0.138,0.032415183,0.154,0.138,0.032415183,0.154
6,22,female,non-maori,0.138,0.039117096,0.154,0.138,0.039117096,0.154
7,22,female,non-maori,0.155,0.045877137,0.109,0.155,0.045877137,0.109
8,22,female,non-maori,0.155,0.052680389,0.109,0.155,0.052680389,0.109
9,22,female,non-maori,0.155,0.059509849,0.109,0.155,0.059509849,0.109
10,22,female,non-maori,0.155,0.06634925,0.109,0.155,0.06634925,0.109
11,22,female,non-maori,0.155,0.073185189,0.109,0.155,0.073185189,0.109
12,22,female,non-maori,0.155,0.080008263,0.109,0.155,0.080008263,0.109
13,22,female,non-maori,0.155,0.086813246,0.109,0.155,0.086813246,0.109
14,22,female,non-maori,0.155,0.093598524,0.109,0.155,0.093598524,0.109
15,22,female,non-maori,0.155,0.100365119,0.109,0.155,0.100365119,0.109
16,22,female,non-maori,0.155,0.107115628,0.109,0.155,0.107115628,0.109
17,22,female,non-maori,0.155,0.1138533,0.109,0.155,0.1138533,0.109
18,22,female,non-maori,0,0,0,0,0,0
19,22,female,non-maori,0,0,0,0,0,0
20,22,female,non-maori,0,0,0,0,0,0
0,22,female,maori,0,0,0,0,0,0
1,22,female,maori,0.138,0.017629879,0.154,0.138,0.017629879,0.154
2,22,female,maori,0.138,0.023895368,0.154,0.138,0.023895368,0.154
3,22,female,maori,0.138,0.030201946,0.154,0.138,0.030201946,0.154
4,22,female,maori,0.138,0.03655522,0.154,0.138,0.03655522,0.154
5,22,female,maori,0.138,0.042955023,0.154,0.138,0.042955023,0.154
6,22,female,maori,0.155,0.049395977,0.109,0.155,0.049395977,0.109
7,22,female,maori,0.155,0.055868873,0.109,0.155,0.055868873,0.109
8,22,female,maori,0.155,0.062362502,0.109,0.155,0.062362502,0.109
9,22,female,maori,0.155,0.068865548,0.109,0.155,0.068865548,0.109
10,22,female,maori,0.155,0.075368134,0.109,0.155,0.075368134,0.109
11,22,female,maori,0.155,0.081862821,0.109,0.155,0.081862821,0.109
12,22,female,maori,0.155,0.088344971,0.109,0.155,0.088344971,0.109
13,22,female,maori,0.155,0.094812569,0.109,0.155,0.094812569,0.109
14,22,female,maori,0.155,0.101265687,0.109,0.155,0.101265687,0.109
15,22,female,maori,0.155,0.107705798,0.109,0.155,0.107705798,0.109
16,22,female,maori,0.155,0.114135105,0.109,0.155,0.114135105,0.109
17,22,female,maori,0.155,0.101265687,0.109,0.155,0.101265687,0.109
18,22,female,maori,0.155,0.101265687,0.109,0.155,0.101265687,0.109
19,22,female,maori,0.155,0.107705798,0.109,0.155,0.107705798,0.109
20,22,female,maori,0.155,0.114135105,0.109,0.155,0.114135105,0.109
0,27,male,non-maori,0,0,0,0,0,0
1,27,male,non-maori,0,0,0,0,0,0
2,27,male,non-maori,0,0,0,0,0,0
3,27,male,non-maori,0,0,0,0,0,0
4,27,male,non-maori,0.138,0.012657206,0.154,0.138,0.012657206,0.154
5,27,male,non-maori,0.138,0.014664973,0.154,0.138,0.014664973,0.154
6,27,male,non-maori,0.138,0.016692285,0.154,0.138,0.016692285,0.154
7,27,male,non-maori,0.138,0.018738991,0.154,0.138,0.018738991,0.154
8,27,male,non-maori,0.138,0.020804204,0.154,0.138,0.020804204,0.154
9,27,male,non-maori,0.155,0.022886391,0.109,0.155,0.022886391,0.109
10,27,male,non-maori,0.155,0.024983493,0.109,0.155,0.024983493,0.109
11,27,male,non-maori,0.155,0.027093071,0.109,0.155,0.027093071,0.109
12,27,male,non-maori,0.155,0.02921246,0.109,0.155,0.02921246,0.109
13,27,male,non-maori,0.155,0.031338923,0.109,0.155,0.031338923,0.109
14,27,male,non-maori,0.155,0.033469791,0.109,0.155,0.033469791,0.109
15,27,male,non-maori,0.155,0.035602594,0.109,0.155,0.035602594,0.109
16,27,male,non-maori,0.155,0.037735146,0.109,0.155,0.037735146,0.109
17,27,male,non-maori,0.155,0.039865618,0.109,0.155,0.039865618,0.109
18,27,male,non-maori,0.155,0.041992565,0.109,0.155,0.041992565,0.109
19,27,male,non-maori,0.155,0.044114936,0.109,0.155,0.044114936,0.109
20,27,male,non-maori,0.155,0.044114936,0.109,0.155,0.044114936,0.109
0,27,male,maori,0,0,0,0,0,0
1,27,male,maori,0,0,0,0,0,0
2,27,male,maori,0,0,0,0,0,0
3,27,male,maori,0.138,0.019707788,0.154,0.138,0.019707788,0.154
4,27,male,maori,0.138,0.020902962,0.154,0.138,0.020902962,0.154
5,27,male,maori,0.138,0.02210758,0.154,0.138,0.02210758,0.154
6,27,male,maori,0.138,0.023321433,0.154,0.138,0.023321433,0.154
7,27,male,maori,0.138,0.024544032,0.154,0.138,0.024544032,0.154
8,27,male,maori,0.155,0.025774635,0.109,0.155,0.025774635,0.109
9,27,male,maori,0.155,0.027012286,0.109,0.155,0.027012286,0.109
10,27,male,maori,0.155,0.028255864,0.109,0.155,0.028255864,0.109
11,27,male,maori,0.155,0.029504135,0.109,0.155,0.029504135,0.109
12,27,male,maori,0.155,0.030755815,0.109,0.155,0.030755815,0.109
13,27,male,maori,0.155,0.03200962,0.109,0.155,0.03200962,0.109
14,27,male,maori,0.155,0.033264318,0.109,0.155,0.033264318,0.109
15,27,male,maori,0.155,0.034518776,0.109,0.155,0.034518776,0.109
16,27,male,maori,0.155,0.035771992,0.109,0.155,0.035771992,0.109
17,27,male,maori,0.155,0.037023125,0.109,0.155,0.037023125,0.109
18,27,male,maori,0.155,0.038271502,0.109,0.155,0.038271502,0.109
19,27,male,maori,0,0,0,0,0,0
20,27,male,maori,0,0,0,0,0,0
0,27,female,non-maori,0,0,0,0,0,0
1,27,female,non-maori,0,0,0,0,0,0
2,27,female,non-maori,0.138,0.012717467,0.154,0.138,0.012717467,0.154
3,27,female,non-maori,0.138,0.019217543,0.154,0.138,0.019217543,0.154
4,27,female,non-maori,0.138,0.025781239,0.154,0.138,0.025781239,0.154
5,27,female,non-maori,0.138,0.032415183,0.154,0.138,0.032415183,0.154
6,27,female,non-maori,0.138,0.039117096,0.154,0.138,0.039117096,0.154
7,27,female,non-maori,0.155,0.045877137,0.109,0.155,0.045877137,0.109
8,27,female,non-maori,0.155,0.052680389,0.109,0.155,0.052680389,0.109
9,27,female,non-maori,0.155,0.059509849,0.109,0.155,0.059509849,0.109
10,27,female,non-maori,0.155,0.06634925,0.109,0.155,0.06634925,0.109
11,27,female,non-maori,0.155,0.073185189,0.109,0.155,0.073185189,0.109
12,27,female,non-maori,0.155,0.080008263,0.109,0.155,0.080008263,0.109
13,27,female,non-maori,0.155,0.086813246,0.109,0.155,0.086813246,0.109
14,27,female,non-maori,0.155,0.093598524,0.109,0.155,0.093598524,0.109
15,27,female,non-maori,0.155,0.100365119,0.109,0.155,0.100365119,0.109
16,27,female,non-maori,0.155,0.107115628,0.109,0.155,0.107115628,0.109
17,27,female,non-maori,0.155,0.1138533,0.109,0.155,0.1138533,0.109
18,27,female,non-maori,0,0,0,0,0,0
19,27,female,non-maori,0,0,0,0,0,0
20,27,female,non-maori,0,0,0,0,0,0
0,27,female,maori,0,0,0,0,0,0
1,27,female,maori,0.138,0.017629879,0.154,0.138,0.017629879,0.154
2,27,female,maori,0.138,0.023895368,0.154,0.138,0.023895368,0.154
3,27,female,maori,0.138,0.030201946,0.154,0.138,0.030201946,0.154
4,27,female,maori,0.138,0.03655522,0.154,0.138,0.03655522,0.154
5,27,female,maori,0.138,0.042955023,0.154,0.138,0.042955023,0.154
6,27,female,maori,0.155,0.049395977,0.109,0.155,0.049395977,0.109
7,27,female,maori,0.155,0.055868873,0.109,0.155,0.055868873,0.109
8,27,female,maori,0.155,0.062362502,0.109,0.155,0.062362502,0.109
9,27,female,maori,0.155,0.068865548,0.109,0.155,0.068865548,0.109
10,27,female,maori,0.155,0.075368134,0.109,0.155,0.075368134,0.109
11,27,female,maori,0.155,0.081862821,0.109,0.155,0.081862821,0.109
12,27,female,maori,0.155,0.088344971,0.109,0.155,0.088344971,0.109
13,27,female,maori,0.155,0.094812569,0.109,0.155,0.094812569,0.109
14,27,female,maori,0.155,0.101265687,0.109,0.155,0.101265687,0.109
15,27,female,maori,0.155,0.107705798,0.109,0.155,0.107705798,0.109
16,27,female,maori,0.155,0.114135105,0.109,0.155,0.114135105,0.109
17,27,female,maori,0.155,0.101265687,0.109,0.155,0.101265687,0.109
18,27,female,maori,0.155,0.101265687,0.109,0.155,0.101265687,0.109
19,27,female,maori,0.155,0.107705798,0.109,0.155,0.107705798,0.109
20,27,female,maori,0.155,0.114135105,0.109,0.155,0.114135105,0.109
0,32,male,non-maori,0,0,0,0,0,0
1,32,male,non-maori,0,0,0,0,0,0
2,32,male,non-maori,0,0,0,0,0,0
3,32,male,non-maori,0,0,0,0,0,0
4,32,male,non-maori,0.138,0.012657206,0.154,0.138,0.012657206,0.154
5,32,male,non-maori,0.138,0.014664973,0.154,0.138,0.014664973,0.154
6,32,male,non-maori,0.138,0.016692285,0.154,0.138,0.016692285,0.154
7,32,male,non-maori,0.138,0.018738991,0.154,0.138,0.018738991,0.154
8,32,male,non-maori,0.138,0.020804204,0.154,0.138,0.020804204,0.154
9,32,male,non-maori,0.155,0.022886391,0.109,0.155,0.022886391,0.109
10,32,male,non-maori,0.155,0.024983493,0.109,0.155,0.024983493,0.109
11,32,male,non-maori,0.155,0.027093071,0.109,0.155,0.027093071,0.109
12,32,male,non-maori,0.155,0.02921246,0.109,0.155,0.02921246,0.109
13,32,male,non-maori,0.155,0.031338923,0.109,0.155,0.031338923,0.109
14,32,male,non-maori,0.155,0.033469791,0.109,0.155,0.033469791,0.109
15,32,male,non-maori,0.155,0.035602594,0.109,0.155,0.035602594,0.109
16,32,male,non-maori,0.155,0.037735146,0.109,0.155,0.037735146,0.109
17,32,male,non-maori,0.155,0.039865618,0.109,0.155,0.039865618,0.109
18,32,male,non-maori,0.155,0.041992565,0.109,0.155,0.041992565,0.109
19,32,male,non-maori,0.155,0.044114936,0.109,0.155,0.044114936,0.109
20,32,male,non-maori,0.155,0.044114936,0.109,0.155,0.044114936,0.109
0,32,male,maori,0,0,0,0,0,0
1,32,male,maori,0,0,0,0,0,0
2,32,male,maori,0,0,0,0,0,0
3,32,male,maori,0.138,0.019707788,0.154,0.138,0.019707788,0.154
4,32,male,maori,0.138,0.020902962,0.154,0.138,0.020902962,0.154
5,32,male,maori,0.138,0.02210758,0.154,0.138,0.02210758,0.154
6,32,male,maori,0.138,0.023321433,0.154,0.138,0.023321433,0.154
7,32,male,maori,0.138,0.024544032,0.154,0.138,0.024544032,0.154
8,32,male,maori,0.155,0.025774635,0.109,0.155,0.025774635,0.109
9,32,male,maori,0.155,0.027012286,0.109,0.155,0.027012286,0.109
10,32,male,maori,0.155,0.028255864,0.109,0.155,0.028255864,0.109
11,32,male,maori,0.155,0.029504135,0.109,0.155,0.029504135,0.109
12,32,male,maori,0.155,0.030755815,0.109,0.155,0.030755815,0.109
13,32,male,maori,0.155,0.03200962,0.109,0.155,0.03200962,0.109
14,32,male,maori,0.155,0.033264318,0.109,0.155,0.033264318,0.109
15,32,male,maori,0.155,0.034518776,0.109,0.155,0.034518776,0.109
16,32,male,maori,0.155,0.035771992,0.109,0.155,0.035771992,0.109
17,32,male,maori,0.155,0.037023125,0.109,0.155,0.037023125,0.109
18,32,male,maori,0.155,0.038271502,0.109,0.155,0.038271502,0.109
19,32,male,maori,0,0,0,0,0,0
20,32,male,maori,0,0,0,0,0,0
0,32,female,non-maori,0,0,0,0,0,0
1,32,female,non-maori,0,0,0,0,0,0
2,32,female,non-maori,0.138,0.012717467,0.154,0.138,0.012717467,0.154
3,32,female,non-maori,0.138,0.019217543,0.154,0.138,0.019217543,0.154
4,32,female,non-maori,0.138,0.025781239,0.154,0.138,0.025781239,0.154
5,32,female,non-maori,0.138,0.032415183,0.154,0.138,0.032415183,0.154
6,32,female,non-maori,0.138,0.039117096,0.154,0.138,0.039117096,0.154
7,32,female,non-maori,0.155,0.045877137,0.109,0.155,0.045877137,0.109
8,32,female,non-maori,0.155,0.052680389,0.109,0.155,0.052680389,0.109
9,32,female,non-maori,0.155,0.059509849,0.109,0.155,0.059509849,0.109
10,32,female,non-maori,0.155,0.06634925,0.109,0.155,0.06634925,0.109
11,32,female,non-maori,0.155,0.073185189,0.109,0.155,0.073185189,0.109
12,32,female,non-maori,0.155,0.080008263,0.109,0.155,0.080008263,0.109
13,32,female,non-maori,0.155,0.086813246,0.109,0.155,0.086813246,0.109
14,32,female,non-maori,0.155,0.093598524,0.109,0.155,0.093598524,0.109
15,32,female,non-maori,0.155,0.100365119,0.109,0.155,0.100365119,0.109
16,32,female,non-maori,0.155,0.107115628,0.109,0.155,0.107115628,0.109
17,32,female,non-maori,0.155,0.1138533,0.109,0.155,0.1138533,0.109
18,32,female,non-maori,0,0,0,0,0,0
19,32,female,non-maori,0,0,0,0,0,0
20,32,female,non-maori,0,0,0,0,0,0
0,32,female,maori,0,0,0,0,0,0
1,32,female,maori,0.138,0.017629879,0.154,0.138,0.017629879,0.154
2,32,female,maori,0.138,0.023895368,0.154,0.138,0.023895368,0.154
3,32,female,maori,0.138,0.030201946,0.154,0.138,0.030201946,0.154
4,32,female,maori,0.138,0.03655522,0.154,0.138,0.03655522,0.154
5,32,female,maori,0.138,0.042955023,0.154,0.138,0.042955023,0.154
6,32,female,maori,0.155,0.049395977,0.109,0.155,0.049395977,0.109
7,32,female,maori,0.155,0.055868873,0.109,0.155,0.055868873,0.109
8,32,female,maori,0.155,0.062362502,0.109,0.155,0.062362502,0.109
9,32,female,maori,0.155,0.068865548,0.109,0.155,0.068865548,0.109
10,32,female,maori,0.155,0.075368134,0.109,0.155,0.075368134,0.109
11,32,female,maori,0.155,0.081862821,0.109,0.155,0.081862821,0.109
12,32,female,maori,0.155,0.088344971,0.109,0.155,0.088344971,0.109
13,32,female,maori,0.155,0.094812569,0.109,0.155,0.094812569,0.109
14,32,female,maori,0.155,0.101265687,0.109,0.155,0.101265687,0.109
15,32,female,maori,0.155,0.107705798,0.109,0.155,0.107705798,0.109
16,32,female,maori,0.155,0.114135105,0.109,0.155,0.114135105,0.109
17,32,female,maori,0.155,0.101265687,0.109,0.155,0.101265687,0.109
18,32,female,maori,0.155,0.101265687,0.109,0.155,0.101265687,0.109
19,32,female,maori,0.155,0.107705798,0.109,0.155,0.107705798,0.109
20,32,female,maori,0.155,0.114135105,0.109,0.155,0.114135105,0.109
0,37,male,non-maori,0,0,0,0,0,0
1,37,male,non-maori,0,0,0,0,0,0
2,37,male,non-maori,0,0,0,0,0,0
3,37,male,non-maori,0,0,0,0,0,0
4,37,male,non-maori,0.138,0.012657206,0.154,0.138,0.012657206,0.154
5,37,male,non-maori,0.138,0.014664973,0.154,0.138,0.014664973,0.154
6,37,male,non-maori,0.138,0.016692285,0.154,0.138,0.016692285,0.154
7,37,male,non-maori,0.138,0.018738991,0.154,0.138,0.018738991,0.154
8,37,male,non-maori,0.138,0.020804204,0.154,0.138,0.020804204,0.154
9,37,male,non-maori,0.155,0.022886391,0.109,0.155,0.022886391,0.109
10,37,male,non-maori,0.155,0.024983493,0.109,0.155,0.024983493,0.109
11,37,male,non-maori,0.155,0.027093071,0.109,0.155,0.027093071,0.109
12,37,male,non-maori,0.155,0.02921246,0.109,0.155,0.02921246,0.109
13,37,male,non-maori,0.155,0.031338923,0.109,0.155,0.031338923,0.109
14,37,male,non-maori,0.155,0.033469791,0.109,0.155,0.033469791,0.109
15,37,male,non-maori,0.155,0.035602594,0.109,0.155,0.035602594,0.109
16,37,male,non-maori,0.155,0.037735146,0.109,0.155,0.037735146,0.109
17,37,male,non-maori,0.155,0.039865618,0.109,0.155,0.039865618,0.109
18,37,male,non-maori,0.155,0.041992565,0.109,0.155,0.041992565,0.109
19,37,male,non-maori,0.155,0.044114936,0.109,0.155,0.044114936,0.109
20,37,male,non-maori,0.155,0.044114936,0.109,0.155,0.044114936,0.109
0,37,male,maori,0,0,0,0,0,0
1,37,male,maori,0,0,0,0,0,0
2,37,male,maori,0,0,0,0,0,0
3,37,male,maori,0.138,0.019707788,0.154,0.138,0.019707788,0.154
4,37,male,maori,0.138,0.020902962,0.154,0.138,0.020902962,0.154
5,37,male,maori,0.138,0.02210758,0.154,0.138,0.02210758,0.154
6,37,male,maori,0.138,0.023321433,0.154,0.138,0.023321433,0.154
7,37,male,maori,0.138,0.024544032,0.154,0.138,0.024544032,0.154
8,37,male,maori,0.155,0.025774635,0.109,0.155,0.025774635,0.109
9,37,male,maori,0.155,0.027012286,0.109,0.155,0.027012286,0.109
10,37,male,maori,0.155,0.028255864,0.109,0.155,0.028255864,0.109
11,37,male,maori,0.155,0.029504135,0.109,0.155,0.029504135,0.109
